"","GUBID","ISOALPHA","COUNTRYNM","NAME1","NAME2","NAME3","NAME4","NAME5","NAME6","CENTROID_X","CENTROID_Y","INSIDE_X","INSIDE_Y","CONTEXT","CONTEXT_NM","WATER_CODE","TOTAL_A_KM","WATER_A_KM","LAND_A_KM","UN_2000_E","UN_2005_E","UN_2010_E","UN_2015_E","UN_2020_E","UN_2000_DS","UN_2005_DS","UN_2010_DS","UN_2015_DS","UN_2020_DS","B_2010_E","F_2010_E","M_2010_E","A00_04B","A05_09B","A10_14B","A15_19B","A20_24B","A25_29B","A30_34B","A35_39B","A40_44B","A45_49B","A50_54B","A55_59B","A60_64B","A65PLUSB","A65_69B","A70PLUSB","A70_74B","A75PLUSB","A75_79B","A80PLUSB","A80_84B","A85PLUSB","A00_04F","A05_09F","A10_14F","A15_19F","A20_24F","A25_29F","A30_34F","A35_39F","A40_44F","A45_49F","A50_54F","A55_59F","A60_64F","A65PLUSF","A65_69F","A70PLUSF","A70_74F","A75PLUSF","A75_79F","A80PLUSF","A80_84F","A85PLUSF","A00_04M","A05_09M","A10_14M","A15_19M","A20_24M","A25_29M","A30_34M","A35_39M","A40_44M","A45_49M","A50_54M","A55_59M","A60_64M","A65PLUSM","A65_69M","A70PLUSM","A70_74M","A75PLUSM","A75_79M","A80PLUSM","A80_84M","A85PLUSM","within_5km_of_coast","distance_to_coast_km"
"1","{59356F56-CEC6-487C-944C-2C85B7E3F3D9}","ITA","Italy","Friuli-Venezia Giulia","Trieste","Trieste","320060000196",NA,NA,13.7710167810822,45.6619458033371,13.7710167810822,45.6619458033371,0,"Not applicable","L",0.00844365942532721,0,0.00844365942532721,343,338,329,315,300,40622.1974054464,40030.0370934137,38964.1485317547,37306.099658063,35529.6187219648,326.428364165018,173.760329232456,152.668034932562,10.0439496666159,15.0659244999239,12.0527395999391,15.0659244999239,16.0703194665855,15.0659244999239,16.0703194665855,20.0878993332319,27.118664099863,33.1450338998326,17.0747144332471,15.0659244999239,29.1274540331862,85.3735721662354,24.1054791998782,61.2680929663572,16.0703194665855,45.1977734997717,0,0,0,0,6.02636979996956,4.01757986664637,7.03076476663115,8.03515973329274,6.02636979996956,8.03515973329274,9.03955469995434,7.03076476663115,16.0703194665855,16.0703194665855,9.03955469995434,7.03076476663115,20.0878993332319,50.2197483330797,13.0571345666007,37.162613766479,7.03076476663115,30.1318489998478,0,0,0,0,4.01757986664637,11.0483446332775,5.02197483330797,7.03076476663115,10.0439496666159,7.03076476663115,7.03076476663115,13.0571345666007,11.0483446332775,17.0747144332471,8.03515973329275,8.03515973329275,9.03955469995434,35.1538238331558,11.0483446332775,24.1054791998782,9.03955469995434,15.0659244999239,0,0,0,0,TRUE,1.64422165458422
"2","{150653E5-304F-4F73-976B-FBE6D29F9E48}","ITA","Italy","Sicilia","Agrigento","Sciacca","840410000103",NA,NA,13.0885050416583,37.5080039909422,13.0885050416583,37.5080039909422,0,"Not applicable","L",0.0473018652690759,0,0.0473018652690759,422,428,429,424,417,8921.42408337303,9048.26897555369,9069.40979091713,8963.70571409992,8815.72000655581,426.306940415512,241.607212132444,184.699728283067,26.9561765602314,24.959422740955,25.9577996505932,20.9659151024022,23.9610458313168,24.959422740955,30.9496841987842,26.9561765602314,30.9496841987842,28.9529303795078,35.9415687469752,17.9707843734876,13.9772767349348,92.8490525963526,17.9707843734876,74.878268222865,16.9724074638494,57.9058607590156,0,0,0,0,14.975653644573,12.9788998252966,16.9724074638494,11.9805229156584,15.9740305542112,11.9805229156584,17.9707843734876,13.9772767349348,16.9724074638494,13.9772767349348,20.9659151024022,7.9870152771056,7.9870152771056,56.9074838493774,8.9853921867438,47.9220916626336,10.9821460060202,36.9399456566134,0,0,0,0,11.9805229156584,11.9805229156584,8.9853921867438,8.9853921867438,7.9870152771056,12.9788998252966,12.9788998252966,12.9788998252966,13.9772767349348,14.975653644573,14.975653644573,9.983769096382,5.9902614578292,35.9415687469752,8.9853921867438,26.9561765602314,5.9902614578292,20.9659151024022,0,0,0,0,TRUE,1.59118514002631
"3","{B3BBB309-31C2-419D-87DB-61A668D343C2}","ITA","Italy","Campania","Salerno","Casal Velino","650280000027",NA,NA,15.129042358161,40.1743601879778,15.129042358161,40.1743601879778,0,"Not applicable","L",0.247061810868564,0,0.247061810868564,233,243,250,254,256,943.083834692505,983.559535752269,1011.8925264941,1028.08280691801,1036.17794712996,248.222872458392,138.011917086866,110.210955371526,14.8933723475035,8.9360234085021,12.9075893678364,16.8791553271706,5.9573489390014,15.8862638373371,13.9004808576699,15.8862638373371,14.8933723475035,25.8151787356727,16.8791553271706,8.9360234085021,16.8791553271706,59.573489390014,14.8933723475035,44.6801170425105,22.836504266172,21.8436127763385,0,0,0,0,5.9573489390014,5.9573489390014,5.9573489390014,9.92891489833567,3.97156595933427,7.94313191866854,7.94313191866854,8.9360234085021,8.9360234085021,11.9146978780028,9.92891489833567,4.96445744916783,12.9075893678364,32.7654191645077,8.9360234085021,23.8293957560056,11.9146978780028,11.9146978780028,0,0,0,0,8.9360234085021,2.9786744695007,6.95024042883497,6.95024042883497,1.98578297966713,7.94313191866854,5.9573489390014,6.95024042883497,5.9573489390014,13.9004808576699,6.95024042883497,3.97156595933427,3.97156595933427,26.8080702255063,5.9573489390014,20.8507212865049,10.9218063881692,9.92891489833567,0,0,0,0,TRUE,0.711482991711682
"4","{FB92255F-3910-454E-9316-366DE90F08E1}","PRI","Puerto Rico","Aguada Municipio","Census Tract 4302 (part)","Block Group 2 (part)","Block 2019",NA,NA,-67.1861266402444,18.3782920058736,-67.1861266402444,18.3782920058736,0,"Not applicable","L",0.00529387329891211,0,0.00529387329891211,47,47,47,47,47,8878.18754741608,8878.18754741608,8878.18754741608,8878.18754741608,8878.18754741608,47,21,26,0,2,3,3,1,2,0,2,2,4,8,7,2,11,1,10,3,7,2,5,1,4,0,1,0,2,0,1,0,1,1,2,2,4,0,7,1,6,2,4,2,2,1,1,0,1,3,1,1,1,0,1,1,2,6,3,2,4,0,4,1,3,0,3,0,3,TRUE,2.25721861974612
"5","{4623ACC2-E83A-41C0-A672-69C4E2437CD9}","CAN","Canada","Quebec / Quebec","Charlevoix","Les Eboulements","24160046","2416004610",NA,-70.3653685890701,47.4549164055403,-70.3653685890701,47.4549164055403,0,"Not applicable","L",0.596587596570266,0,0.596587596570266,115,116,117,118,117,192.762975062046,194.439174845194,196.115374628342,197.79157441149,196.115374628342,113.745878179541,56.6583242252809,57.0875539542602,4.26724978737349,5.57440418452609,4.27688530913797,6.83338097285628,4.25761426560901,5.13226237096557,5.13226237096557,6.4201457245892,5.13226237096557,8.12126432647991,11.1102662819943,9.40914768010354,10.2645247419311,27.8142077920436,8.96700586654302,18.8472019255005,5.99727495455764,12.8499269709429,5.55513314099713,7.29479382994576,4.71902712269849,2.57576670724726,1.73002516718415,3.4600503343683,2.16253145898019,3.02754404257226,1.29751887538811,2.59503775077623,2.59503775077623,3.4600503343683,2.59503775077623,3.89255662616434,5.19007550155245,4.75756920975641,5.19007550155245,14.7052139210653,3.89255662616434,10.8126572949009,3.4600503343683,7.35260696053264,2.59503775077623,4.75756920975641,3.02754404257226,1.73002516718415,2.53722462018934,2.11435385015779,2.11435385015779,3.80583693028401,2.9600953902209,2.53722462018934,2.53722462018934,2.9600953902209,2.53722462018934,4.22870770031557,5.9201907804418,4.65157847034713,5.07444924037869,13.1089938709783,5.07444924037869,8.03454463059959,2.53722462018934,5.49732001041024,2.9600953902209,2.53722462018934,1.69148308012623,0.845741540063115,TRUE,1.19928871800743
"6","{938DF4AF-5D55-4F1E-9CBF-7E0F03312ACC}","GBR","United Kingdom of Great Britain and Northern Ireland","Scotland","Dundee","S00098457","See Name 3","See Name 3","See Name 3",-2.98655785219567,56.4545333709769,-2.98655785219567,56.4545333709769,0,"Not applicable","L",0.0139463870737091,0,0.0139463870737091,154,153,155,155,154,11042.2863775459,10970.5832192501,11113.9895358416,11113.9895358416,11042.2863775459,154.830239075391,73.9189528488962,80.9112862264945,6.99233337759829,0.998904768228327,0.998904768228327,3.99561907291331,51.943047947873,10.9879524505116,10.9879524505116,5.99342860936996,2.99671430468498,5.99342860936996,15.9824762916532,13.9846667551966,10.9879524505116,11.9868572187399,3.99561907291331,7.99123814582661,3.99561907291331,3.99561907291331,1.99780953645665,1.99780953645665,0.998904768228327,0.998904768228327,2.99671430468498,0.998904768228327,0,0.998904768228327,26.9704287421648,3.99561907291331,4.99452384114163,2.99671430468498,0.998904768228327,1.99780953645665,7.99123814582661,5.99342860936996,4.99452384114163,7.99123814582661,0.998904768228327,6.99233337759829,3.99561907291331,2.99671430468498,0.998904768228327,1.99780953645665,0.998904768228327,0.998904768228327,3.99561907291331,0,0.998904768228327,2.99671430468498,24.9726192057082,6.99233337759829,5.99342860936996,2.99671430468498,1.99780953645665,3.99561907291331,7.99123814582661,7.99123814582661,5.99342860936996,3.99561907291331,2.99671430468498,0.998904768228327,0,0.998904768228327,0.998904768228327,0,0,0,TRUE,0.638910123109714
"7","{B9F78620-D695-4649-BF0F-C738904069FC}","ITA","Italy","Toscana","Lucca","Viareggio","460330000323",NA,NA,10.2579326947699,43.8742066206726,10.2579326947699,43.8742066206726,0,"Not applicable","L",0.0939491448149591,0,0.0939491448149591,893,904,904,892,874,9505.14240186901,9622.2270227207,9622.2270227207,9494.49834542795,9302.90532948882,897.898115260366,452.444767756335,445.45334750403,40.9497471920745,48.9399417661378,59.9264593054749,71.9117511665699,50.9374904096537,55.9313620184432,39.9509728703166,64.9203309142645,92.8860119234861,89.8896889582123,78.9031714188753,53.9338133749274,42.9472958355903,105.870078106339,20.9742607569162,84.8958173494228,25.9681323657058,58.927684983717,0,0,0,0,16.9791634698846,16.9791634698846,27.9656810092216,33.9583269397691,24.9693580439479,24.9693580439479,19.9754864351583,32.9595526180112,47.9411674443799,46.942393122622,42.9472958355903,27.9656810092216,19.9754864351583,67.9166538795382,12.9840661828529,54.9325876966853,13.9828405046108,40.9497471920745,0,0,0,0,23.97058372219,31.9607782962533,31.9607782962533,37.9534242268008,25.9681323657058,30.9620039744954,19.9754864351583,31.9607782962533,44.9448444791062,42.9472958355903,35.9558755832849,25.9681323657058,22.971809400432,37.9534242268008,7.99019457406332,29.9632296527374,11.985291861095,17.9779377916425,0,0,0,0,TRUE,2.25235562042943
"8","{3DC64447-E115-40CD-BE97-4CA2F4EA6F29}","GBR","United Kingdom of Great Britain and Northern Ireland","Scotland","Fife","S00110479","See Name 3","See Name 3","See Name 3",-3.01403287261104,56.184911162069,-3.01403287261104,56.184911162069,0,"Not applicable","L",0.0163529519038544,0,0.0163529519038544,74,75,77,78,79,4525.17688763936,4586.32792666151,4708.63000470582,4769.78104372797,4830.93208275013,76.6608765351455,40.8194277654671,35.8414487696784,3.98238319663094,0.995595799157734,5.9735747949464,4.97797899578867,1.99119159831547,0.995595799157734,1.99119159831547,4.97797899578867,7.96476639326187,1.99119159831547,3.98238319663094,4.97797899578867,4.97797899578867,26.8810865772588,7.96476639326187,18.9163201839969,8.9603621924196,9.95595799157734,4.97797899578867,4.97797899578867,0.995595799157734,3.98238319663094,0.995595799157734,0.995595799157734,1.99119159831547,0.995595799157734,0.995595799157734,0,0.995595799157734,1.99119159831547,4.97797899578867,1.99119159831547,2.9867873974732,1.99119159831547,2.9867873974732,16.9251285856815,3.98238319663094,12.9427453890505,4.97797899578867,7.96476639326187,3.98238319663094,3.98238319663094,0.995595799157734,2.9867873974732,2.9867873974732,0,3.98238319663094,3.98238319663094,0.995595799157734,0.995595799157734,0.995595799157734,2.9867873974732,2.9867873974732,0,0.995595799157734,2.9867873974732,1.99119159831547,9.95595799157734,3.98238319663094,5.9735747949464,3.98238319663094,1.99119159831547,0.995595799157734,0.995595799157734,0,0.995595799157734,TRUE,1.36731602282802
"9","{914D1324-022F-423C-84B9-98ADD2565ED4}","NZL","New Zealand","Auckland","Glenavon","MB 0378800",NA,NA,NA,174.703618454852,-36.9101429830159,174.703618454852,-36.9101429830159,0,"Not applicable","L",0.0785877285499964,0,0.0785877285499964,198,218,235,249,265,2519.47732366428,2773.96998262027,2990.28874273286,3168.43360400205,3372.02773116684,223.085384797733,104.299660424914,118.785724372819,16.2133441424894,15.4565751493133,15.2688564439125,16.2833464486634,17.0999744977805,15.7381501515813,15.4931471104573,15.0119118145269,16.6841166050616,16.1132563863862,14.9757873494578,12.4309825590971,10.7491882735123,25.5667478654936,8.60953977474953,16.9572080907441,6.3791010857369,10.5781070050072,4.36733997006215,6.21076703494507,3.20604854567257,3.00471848927251,7.15034117238537,6.82845118932751,6.72573863131572,7.2809881080991,7.75759156766007,7.4339825459744,7.41808143866714,7.25821084628059,8.07776251209012,7.65358973067742,7.07384395344772,5.87825258780425,5.02474990909543,12.7380762320893,4.0513442860967,8.68673194599263,3.04312813088477,5.64360381510786,2.14836852510845,3.49523528999941,1.66660794966405,1.82862734033536,9.06300297010402,8.62812395998579,8.54311781259677,9.00235834056429,9.34238293012038,8.30416760560689,8.07506567179014,7.75370096824627,8.60635409297153,8.45966665570876,7.90194339601005,6.55272997129282,5.72443836441686,12.8286716334043,4.55819548865283,8.27047614475148,3.33597295485213,4.93450318989936,2.21897144495369,2.71553174494566,1.53944059600852,1.17609114893715,TRUE,0.451903594269631
"10","{B3C383FC-3DA3-42AF-A07E-9F3E930F9126}","CAN","Canada","Newfoundland and Labrador / Terre-Neuve-et-Labrador","Division No.  8","Lewisporte","10080189","1008018914",NA,-55.0591441301312,49.2421342301396,-55.0591441301312,49.2421342301396,0,"Not applicable","L",0.0400159847154668,0,0.0400159847154668,30,28,27,26,24,749.700406307996,699.720379220796,674.730365677196,649.740352133597,599.760325046397,26.2495529915968,13.5578752897774,12.6916777018194,1.13785106519376,1.17573667027382,1.28957675877,1.17573667027382,1.06217149166165,0.948239766537471,1.21380554860988,1.59330305580648,1.63100538763053,1.70695987104665,1.82125814268284,2.16213695177536,2.23799979856348,7.09377181277103,1.89657116970294,5.19720064306808,1.89666280633095,3.30053783673713,1.36553124218612,1.93500659455101,1.02437752320959,0.910629071341419,0.531681383912838,0.531681383912838,0.607635867328958,0.531681383912838,0.569658625620898,0.455726900496718,0.607635867328958,0.873476559285377,0.797522075869257,0.873476559285377,1.1393172512418,1.10134000953374,1.1393172512418,3.79772417080599,0.949431042701497,2.84829312810449,0.987408284409557,1.86088484369493,0.683590350745078,1.17729449294986,0.607635867328958,0.569658625620898,0.606169681280927,0.644055286360985,0.681940891441043,0.644055286360985,0.492512866040753,0.492512866040753,0.606169681280927,0.7198264965211,0.833483311761274,0.833483311761274,0.681940891441043,1.06079694224162,1.09868254732168,3.29604764196504,0.947140127001448,2.34890751496359,0.90925452192139,1.4396529930422,0.681940891441043,0.757712101601158,0.416741655880637,0.340970445720521,TRUE,1.99800029158479
